id,date,name,number,firstpro,pro,pronum,signnum,news,firstpar,firstdis
801185,1011026,犯罪被害人保護法第四條之二及第三十二條條文修正草案,委14067,段宜康,段宜康 ;李應元;李昆澤 ;蔡其昌;許智傑;邱志偉;陳亭妃 ;潘孟安,8,15,30,民進黨,不分區立委
802970,1021220,高級中等教育法第二十條條文修正草案,1013委15875,許智傑,許智傑;蔡其昌;邱志偉;何欣純;陳亭妃 ;陳節如 ;楊曜 ;蘇震清,8,15,10,民進黨,區域立委
803122,1020510,國民教育法第十五條條文修正草案,1013委15008,許智傑,許智傑;李昆澤 ;楊曜 ;陳亭妃 ;蔡其昌;何欣純;邱志偉;蘇震清,8,15,48,民進黨,區域立委
802035,1011012,所得稅法第十七條條文修正草案,225委14011,黃文玲,黃文玲;許智傑;邱志偉;陳歐珀;林世嘉;何欣純;林岱樺;劉櫂豪,8,15,867,台聯,不分區立委
804649,1040122,臺灣地區與大陸地區人民關係條例第三十二條及第八十條之一條文修正草案,1554委17482,楊曜,楊曜 ;陳雪生;劉櫂豪;陳歐珀;蘇震清 ;蔡其昌;趙天麟;吳秉叡,8,15,19,民進黨,區域立委
804358,1011026,運動彩券發行條例第七條條文修正草案,1586委14066,管碧玲,管碧玲;何欣純;蔡其昌;李昆澤 ;陳亭妃 ;潘孟安 ;趙天麟;吳秉叡,8,15,21,民進黨,區域立委
803649,1011026,勞工保險條例第三十條條文修正草案,468委14070,蔣乃辛,蔣乃辛;蔡錦隆;江惠貞 ;吳育仁;楊玉欣 ;羅淑蕾;林明溱 ;林國正,8,15,48,國民黨,區域立委
801713,1010918,兵役法第四十一條條文修正草案,委13753,鄭麗君,鄭麗君 ;蔡其昌;潘孟安 ;黃偉哲;何欣純;許智傑;李昆澤 ;邱志偉,8,15,4,民進黨,不分區立委
805273,1011116,醫療糾紛處理及醫療事故補償法草案,1631委14273,蘇清泉 ,蘇清泉 ;徐少萍;江惠貞 ;鄭汝芬;蔡錦隆;楊瓊瓔;盧秀燕 ;李慶華,8,15,183,國民黨,區域立委
804357,1011012,運動彩券發行條例第七條條文修正草案,1586委13991,何欣純,何欣純;吳秉叡;林岱樺;李昆澤 ;林淑芬;管碧玲;陳亭妃 ;林佳龍 ;劉櫂豪,9,15,21,民進黨,區域立委
803933,1011130,勞資爭議處理法第六條條文修正草案,1352委14356,李昆澤,李昆澤 ;趙天麟;田秋堇;陳其邁;李應元;黃文玲;陳歐珀;邱志偉;許智傑,9,15,7,民進黨,區域立委
804469,1010928,電信法第十四條、第三十二條及第三十三條條文修正草案,379委13878,李昆澤,李昆澤 ;邱志偉;林淑芬;許智傑;林佳龍 ;林岱樺;陳亭妃 ;劉櫂豪;李應元,9,15,100,民進黨,區域立委
801409,1021213,刑事訴訟法第七十九條及第九十九條條文修正草案,委15859,李俊俋,李俊俋;尤美女 ;李昆澤 ;蔡其昌;吳秉叡;楊曜 ;林佳龍 ;田秋堇;劉櫂豪,9,15,242,民進黨,區域立委
804412,1011109,道路交通管理處罰條例第三十五條條文修正草案,756委14204,李貴敏,李貴敏;蔡正元;蔣乃辛;林國正;陳碧涵 ;楊玉欣 ;吳育仁;盧秀燕 ;楊應雄,9,15,186,國民黨,不分區立委
804642,1011102,臺灣地區與大陸地區人民關係條例第十七條條文修正草案,1554委14097,李慶華,李慶華;徐耀昌;徐欣瑩;呂學樟;林國正;楊應雄;蔡錦隆;林德福;王廷升,9,15,20,國民黨,區域立委
803486,1021025,通訊保障及監察法部分條文修正草案,1407委15526,林佳龍,林佳龍 ;黃偉哲;許忠信 ;陳亭妃 ;楊曜 ;邱志偉;陳歐珀;尤美女 ;劉櫂豪,9,15,429,民進黨,區域立委
803152,1011207,國有財產法第五十二條之二條文修正草案,754委14390,許智傑,許智傑;姚文智;吳秉叡;邱志偉;楊曜 ;高志鵬 ;陳亭妃 ;陳歐珀;蘇震清,9,15,34,民進黨,區域立委
802204,1041106,社會救助法第十一條條文修正草案,1037委18059,楊玉欣,楊玉欣 ;陳鎮湘;蔣乃辛;楊瓊瓔;王廷升;劉建國;李貴敏;盧秀燕 ;江惠貞,9,15,80,國民黨,不分區立委
805068,1010420,癌症防治法第十三條條文修正草案,1140委13285,楊麗環,楊麗環;張嘉郡 ;蔣乃辛;潘維剛;楊應雄;江惠貞 ;羅明才 ;馬文君 ;楊玉欣,9,15,0,國民黨,區域立委
802998,1020510,健康食品管理法第二十一條條文修正草案,1722委14997,趙天麟,趙天麟;蔡其昌;潘孟安 ;吳秉叡;陳節如 ;何欣純;邱志偉;黃偉哲;陳亭妃,9,15,4,民進黨,區域立委
803036,1011019,動物保護法部分條文修正草案,1747委14042,趙天麟,趙天麟;許智傑;田秋堇;管碧玲;楊曜 ;李應元;蘇震清 ;蕭美琴 ;林岱樺,9,15,144,民進黨,區域立委
805204,1010918,醫師法第三十二條條文修正草案,1353委13831,趙天麟,趙天麟;劉櫂豪;許智傑;管碧玲;蔡其昌;何欣純;邱志偉;李昆澤 ;林世嘉,9,15,14,民進黨,區域立委
804543,1030425,實物給付服務條例草案,1033委16303,劉建國,劉建國;田秋堇;楊曜 ;丁守中;黃昭順;蔡其昌;羅淑蕾;葉宜津 ;尤美女,9,15,13,民進黨,區域立委
805218,1011102,醫療事故補償法草案,1631委14170,蔡錦隆,蔡錦隆;吳育仁;詹凱臣;江惠貞 ;鄭汝芬;蘇清泉 ;蔣乃辛;楊玉欣 ;楊瓊瓔,9,15,183,國民黨,區域立委
803909,1011109,勞動基準法增訂第十條之一條文草案,1121委14182,蔣乃辛,蔣乃辛;蔡錦隆;吳育仁;江惠貞 ;孔文吉 ;楊應雄;盧嘉辰;王廷升;紀國棟,9,15,23,國民黨,區域立委
803648,1010413,勞工保險條例第三十條條文修正草案,468委13140,鄭汝芬,鄭汝芬;張嘉郡 ;蘇清泉 ;陳淑慧 ;王廷升;丁守中;王惠美;林國正;林明溱,9,15,145,國民黨,區域立委
802629,1021115,食品衛生管理法第四十四條及第四十九條條文修正草案,1722委15579,羅淑蕾,羅淑蕾;紀國棟;林佳龍 ;林國正;王惠美;蔡其昌;葉宜津 ;陳亭妃 ;李慶華,9,15,15,國民黨,區域立委
801349,1010928,全民健康保險法第十三條條文修正草案,委13865,蘇震清,蘇震清 ;高志鵬 ;許智傑;劉櫂豪;陳亭妃 ;陳其邁;林岱樺;劉建國;邱志偉,9,15,25,民進黨,區域立委
804158,1011221,菸酒管理法第三十一條、第三十三條及第三十七條條文修正草案,1746委14523,王育敏,王育敏;林滄敏;吳育仁;江惠貞 ;陳碧涵 ;江啟臣;詹凱臣;王惠美;呂玉玲;李慶華,10,15,64,國民黨,不分區立委
802732,1021213,家事事件法第十九條條文修正草案,1058委15858,李俊俋,李俊俋;尤美女 ;邱志偉;林佳龍 ;李昆澤 ;葉宜津 ;蔡其昌;劉櫂豪;田秋堇;楊曜,10,15,117,民進黨,區域立委
800893,1021213,戶籍法第二十六條及第八十三條條文修正草案,委15840,李貴敏,李貴敏;蔣乃辛;陳碧涵 ;王育敏;陳鎮湘;楊玉欣 ;吳育仁;李慶華;潘維剛;林國正,10,15,14,國民黨,不分區立委
801971,1021220,性別工作平等法第三條條文修正草案,1542委15887,林鴻池,林鴻池;江惠貞 ;楊玉欣 ;潘維剛;蔣乃辛;吳育仁;林明溱 ;馬文君 ;吳育昇 ;詹凱臣,10,15,152,國民黨,區域立委
805425,1010413,難民法草案,1374委13213,蕭美琴 ,蕭美琴 ;鄭麗君 ;李昆澤 ;蔡其昌;潘孟安 ;陳節如 ;邱志偉;陳亭妃 ;田秋堇;許智傑,10,15,42,民進黨,區域立委
801260,1010918,立法院職權行使法第七十三條條文修正草案,委13845,蘇震清,蘇震清 ;陳明文;高志鵬 ;許智傑;劉櫂豪;陳亭妃 ;林岱樺;邱志偉;劉建國;陳其邁,10,15,27,民進黨,區域立委
801969,1011026,性別工作平等法第三條條文修正草案,1542委14109,邱志偉,邱志偉;李昆澤 ;陳歐珀;趙天麟;許智傑;管碧玲;陳亭妃 ;鄭麗君 ;劉櫂豪;劉建國;何欣純,11,15,152,民進黨,區域立委
802300,1021115,長期照護服務法草案,1619委15581,蘇清泉,蘇清泉 ;詹凱臣;陳碧涵 ;呂玉玲;楊瓊瓔;陳學聖 ;吳育仁;江惠貞 ;潘維剛;廖正井;楊應雄,11,15,193,國民黨,區域立委
804494,1010511,電業法第六十五條及第六十五條之一條文修正草案,660委13480,陳節如,陳節如 ;段宜康 ;王育敏;楊玉欣 ;吳秉叡;趙天麟;楊曜 ;鄭麗君 ;林淑芬;李昆澤 ;蔡其昌;徐少萍,12,15,84,民進黨,不分區立委
802886,1030314,特殊境遇家庭扶助條例第四條、第七條及第十條條文修正草案,1033委16110,楊玉欣,楊玉欣 ;徐少萍;蔡錦隆;吳育仁;劉建國;謝國樑;盧秀燕 ;陳碧涵 ;詹凱臣;林佳龍 ;王惠美;紀國棟,12,15,3,國民黨,不分區立委
804026,1021213,就業保險法第六條及第三十八條條文修正草案,468委15860,蔡錦隆,蔡錦隆;吳育仁;張嘉郡 ;潘維剛;楊瓊瓔;蘇清泉 ;楊應雄;馬文君 ;林明溱 ;李慶華;楊玉欣 ;林國正,12,15,0,國民黨,區域立委
801331,1021115,全民防衛動員準備法第三十六條條文修正草案,委15615,盧秀燕,盧秀燕 ;丁守中;陳學聖 ;蔣乃辛;蔡正元;吳育昇 ;林國正;林德福;楊應雄;徐耀昌;楊瓊瓔;潘維剛,12,15,6,國民黨,區域立委
805498,1011012,鐵路法部分條文修正草案,380委13998,李昆澤 ,李昆澤 ;邱志偉;蔡其昌;林淑芬;葉宜津 ;吳秉叡;楊曜 ;管碧玲;陳歐珀;林佳龍 ;林岱樺;許添財 ;趙天麟,13,15,44,民進黨,區域立委
803908,1031226,勞動基準法增訂第十五條之一條文草案,1121委17330,江惠貞,江惠貞 ;吳育仁;林滄敏,,15,32,國民黨,區域立委
804341,1010427,農業發展條例第二十九條條文修正草案,956委13333,劉建國,劉建國;蔡其昌;高志鵬 ;許添財 ;潘孟安,,15,1,民進黨,區域立委
800166,1011130,工會法第二十八條條文修正草案,委14340,丁守中,丁守中,1,16,4,國民黨,區域立委
801221,1011026,立法委員行為法第七條條文修正草案,委14049,丁守中,丁守中,1,16,36,國民黨,區域立委
801679,1040508,行政罰法增訂第十八條之一條文草案,委17686,尤美女,尤美女,1,16,3,民進黨,不分區立委
802448,1011123,政黨法草案,1434委14309,尤美女,尤美女,1,16,259,民進黨,不分區立委
803916,1010518,勞動部組織法草案,1168委13584,尤美女,尤美女,1,16,25,民進黨,不分區立委
803922,1010518,勞動部勞動基金運用局組織法草案,1168委13586,尤美女,尤美女,1,16,1,民進黨,不分區立委
803924,1010518,勞動部職業安全衛生署組織法草案,1168委13587,尤美女,尤美女,1,16,1,民進黨,不分區立委
801161,1031014,民法部分條文修正草案,委17048,王惠美,王惠美,1,16,0,國民黨,區域立委
801406,1030530,刑事訴訟法第一百零一條之一條文修正草案,委16873,王惠美,王惠美,1,16,54,國民黨,區域立委
802288,1021115,金融機構合併法第三條條文修正草案,801委15613,王惠美,王惠美,1,16,18,國民黨,區域立委
804421,1031014,道路交通管理處罰條例第五十六條條文修正草案,756委17063,王進士,王進士,1,16,338,國民黨,區域立委
805166,1030530,職業災害勞工保護法第二條及第五條條文修正草案,468委16563,江惠貞,江惠貞,1,16,12,國民黨,區域立委
800002,1020412,二二八事件處理及賠償條例第二條及第八條條文修正草案,委14837,何欣純,何欣純,1,16,11,民進黨,區域立委
802255,1041211,空氣污染防制法部分條文修正草案,970委18192,何欣純,何欣純,1,16,6,民進黨,區域立委
802501,1020412,科學技術基本法第十五條及第十七條條文修正草案,1021委14838,何欣純,何欣純,1,16,0,民進黨,區域立委
803532,1030926,都市計畫法部分條文修正草案,248委17013,何欣純,何欣純,1,16,4,民進黨,區域立委
800168,1010918,工會法第八條條文修正草案,委13849,吳育仁,吳育仁,1,16,0,國民黨,不分區立委
803646,1030509,勞工保險條例第三十二條條文修正草案,468委16387,吳育仁,吳育仁,1,16,30,國民黨,不分區立委
804014,1030109,就業保險法第十六條條文修正草案,468委16059,吳育仁,吳育仁,1,16,0,國民黨,不分區立委
805155,1031014,職業安全衛生法第十九條條文修正草案,961委17068,吳育仁,吳育仁,1,16,4,國民黨,不分區立委
803227,1010518,國家發展委員會組織法草案,1215委13608,吳宜臻,吳宜臻,1,16,1,民進黨,不分區立委
800087,1031017,土地法第三十四條之一條文修正草案,委17114,吳秉叡,吳秉叡,1,16,3,民進黨,區域立委
801471,1010504,地方制度法第七十九條條文修正草案,委13420,吳秉叡,吳秉叡,1,16,324,民進黨,區域立委
802076,1020524,所得稅法第十五條條文修正草案,225委15077,吳秉叡,吳秉叡,1,16,1094,民進黨,區域立委
800270,1020322,中華民國刑法第一百八十五條之四條文修正草案,委14726,呂玉玲,呂玉玲,1,16,11,國民黨,區域立委
802541,1031121,食品安全衛生管理法第二十二條條文修正草案,1722委17247,呂學樟,呂學樟,1,16,468,國民黨,區域立委
800791,1021025,公職人員選舉罷免法第八十三條、第八十六條及第一百十條條文修正草案,委15462,李昆澤,李昆澤,1,16,440,民進黨,區域立委
801308,1011228,交通事業人員考成條例第六條條文修正草案,委14549,李昆澤,李昆澤,1,16,0,民進黨,區域立委
801400,1021018,刑事訴訟法第一百五十二條條文修正草案,委15492,李昆澤,李昆澤,1,16,195,民進黨,區域立委
802531,1021115,飛航安全調查委員會組織法增訂第四條之一條文草案,55委15594,李昆澤,李昆澤,1,16,1,民進黨,區域立委
802532,1021108,飛航事故調查法第二條、第三條及第五條之一條文修正草案,55委15562,李昆澤,李昆澤,1,16,7,民進黨,區域立委
803754,1041023,勞工保險條例增訂第六十三條之五條文草案,468委18035,李昆澤,李昆澤,1,16,1,民進黨,區域立委
804468,1011228,電信法第十二條及第三十條條文修正草案,379委14548,李昆澤,李昆澤,1,16,59,民進黨,區域立委
805393,1011214,證券交易法第十四條之六及第一百七十八條條文修正草案,727委14439,李昆澤,李昆澤,1,16,71,民進黨,區域立委
800346,1031205,中華民國刑法第六十一條條文修正草案,委17257,李俊俋,李俊俋,1,16,12,民進黨,區域立委
800461,1030530,公司法第一百零九條之一、第二百十四條及第二百十五條條文修正草案,委16538,李俊俋,李俊俋,1,16,47,民進黨,區域立委
800465,1030530,公司法第二十七條條文修正草案,委16537,李俊俋,李俊俋,1,16,47,民進黨,區域立委
802127,1031205,法官法第三十五條及第三十六條條文修正草案,445委17258,李俊俋,李俊俋,1,16,34,民進黨,區域立委
802245,1040424,空氣污染防制法第十三條條文修正草案,970委17632,李俊俋,李俊俋,1,16,5,民進黨,區域立委
802686,1030502,原住民身分法部分條文修正草案,1722委16329,李俊俋,李俊俋,1,16,0,民進黨,區域立委
803427,1040424,組織犯罪防制條例部分條文修正草案,1613委17630,李俊俋,李俊俋,1,16,0,民進黨,區域立委
803444,1041216,規費法第十條條文修正草案,1783委18197,李俊俋,李俊俋,1,16,10,民進黨,區域立委
804129,1041216,菸害防制法第十五條及第十六條條文修正草案,1462委18199,李俊俋,李俊俋,1,16,8,民進黨,區域立委
804145,1041216,菸害防制法第四條條文修正草案,1462委18198,李俊俋,李俊俋,1,16,8,民進黨,區域立委
804618,1020524,臺灣地區與大陸地區人民關係條例刪除第九十五條之三條文草案,1554委15110,李俊俋,李俊俋,1,16,46,民進黨,區域立委
805384,1040424,證人保護法部分條文修正草案,246委17631,李俊俋,李俊俋,1,16,2,民進黨,區域立委
805388,1030530,證券交易法第二十六條之三條文修正草案,727委16540,李俊俋,李俊俋,1,16,59,民進黨,區域立委
803843,1031205,勞動基準法第三十二條條文修正草案,1121委17274,李慶華,李慶華,1,16,31,國民黨,區域立委
804284,1010316,農民健康保險條例第三條條文修正草案,1475委12979,李慶華,李慶華,1,16,6,國民黨,區域立委
800145,1021018,大學法第十四條條文修正草案,委15480,李應元,李應元,1,16,120,民進黨,不分區立委
801000,1030314,加值型及非加值型營業稅法第十一條條文修正草案,委16103,李應元,李應元,1,16,77,民進黨,不分區立委
803094,1021025,國民年金法第三十一條條文修正草案,1578委15521,李應元,李應元,1,16,2,民進黨,不分區立委
804947,1020510,學校教職員退休條例部分條文修正草案,576委15013,李應元,李應元,1,16,51,民進黨,不分區立委
800297,1040122,中華民國刑法第二百七十六條條文修正草案,委17471,周倪安,周倪安,1,16,14,台聯,不分區立委
800315,1040612,中華民國刑法第二百六十八條條文修正草案,委17903,周倪安,周倪安,1,16,7,台聯,不分區立委
803425,1040612,組織犯罪防制條例第二條條文修正草案,1613委17904,周倪安,周倪安,1,16,1,台聯,不分區立委
805430,1010511,礦業法增訂第六條之一及第七十二條之一條文草案,438委13475,林正二,林正二,1,16,1,親民黨,原住民立委
800746,1030530,公路法第四十六條條文修正草案,委16871,林佳龍,林佳龍,1,16,3,民進黨,區域立委
801711,1030530,兵役法第三十五條條文修正草案,委16501,林佳龍,林佳龍,1,16,18,民進黨,區域立委
802408,1030530,政府資訊公開法第十八條條文修正草案,1606委16504,林佳龍,林佳龍,1,16,23,民進黨,區域立委
802920,1030912,記帳士法第四條條文修正草案,1769委16925,林佳龍,林佳龍,1,16,0,民進黨,區域立委
803422,1030530,終身學習法部分條文修正草案,8委16872,林佳龍,林佳龍,1,16,3,民進黨,區域立委
805312,1030912,獸醫師法第二十六條條文修正草案,33委16923,林佳龍,林佳龍,1,16,0,民進黨,區域立委
800188,1031226,工廠管理輔導法增訂部分條文草案,委17327,林國正,林國正,1,16,15,國民黨,區域立委
801464,1020104,合作社法第三條之一、第五十五條之一及第七十四條之一條文修正草案,委14565,林淑芬,林淑芬,1,16,23,民進黨,區域立委
802551,1031014,食品安全衛生管理法第十條及第四十九條條文修正草案,1722委17089,林淑芬,林淑芬,1,16,454,民進黨,區域立委
803304,1010406,專科學校法第三十五條條文修正草案,988委13210,林淑芬,林淑芬,1,16,133,民進黨,區域立委
805177,1010406,職業學校法第十五條之一條文修正草案,988委13209,林淑芬,林淑芬,1,16,8,民進黨,區域立委
802373,1041211,建築法第七十七條之五、第九十一條之一及第九十一條之二條文修正草案,820委18175,林滄敏,林滄敏,1,16,3,國民黨,區域立委
801627,1041030,行政院功能業務與組織調整暫行條例第二十一條條文修正草案,委18044,邱文彥,邱文彥,1,16,10,國民黨,不分區立委
801069,1020315,民用航空法第一百十九條之二條文修正草案,委14701,邱志偉,邱志偉,1,16,35,民進黨,區域立委
804366,1030502,道路交通管理處罰條例第七十八條條文修正草案,756委16318,邱志偉,邱志偉,1,16,338,民進黨,區域立委
804941,1020503,學校教職員退休條例第十三條條文修正草案,576委14873,邱志偉,邱志偉,1,16,51,民進黨,區域立委
800819,1040224,公職人員選舉罷免法第六十二條條文修正草案,委17493,邱議瑩,邱議瑩,1,16,69,民進黨,區域立委
800365,1020531,中華民國刑法增訂第一百八十二條之一、第一百八十九條之三及第三百零九條之一條文草案,委15218,姚文智,姚文智,1,16,92,民進黨,區域立委
800710,1040612,公寓大廈管理條例第十八條及第二十一條條文修正草案,委17932,姚文智,姚文智,1,16,5,民進黨,區域立委
801180,1040612,犯罪被害人保護法第九條及第十二條條文修正草案,委17931,姚文智,姚文智,1,16,0,民進黨,區域立委
801397,1040529,刑事訴訟法第一百八十二條條文修正草案,委17790,姚文智,姚文智,1,16,146,民進黨,區域立委
802341,1040529,保險法第一百零七條條文修正草案,464委17789,姚文智,姚文智,1,16,385,民進黨,區域立委
802374,1010525,建築法第七條條文修正草案,820委13631,姚文智,姚文智,1,16,4,民進黨,區域立委
802799,1041204,海岸管理法第三條條文修正草案,310委18159,姚文智,姚文智,1,16,6,民進黨,區域立委
803474,1020531,貪污治罪條例增訂第五條之一條文草案,246委15219,姚文智,姚文智,1,16,140,民進黨,區域立委
803514,1020426,都市更新條例部分條文修正草案,666委14861,姚文智,姚文智,1,16,459,民進黨,區域立委
803537,1041204,都市計畫法增訂第四十七條之一條文草案,248委18158,姚文智,姚文智,1,16,2,民進黨,區域立委
803541,1041204,野生動物保育法第二條條文修正草案,1749委18160,姚文智,姚文智,1,16,1,民進黨,區域立委
805230,1020531,醫療法第二十四條及第一百零六條條文修正草案,1545委15222,姚文智,姚文智,1,16,256,民進黨,區域立委
805345,1020531,藥事法部分條文修正草案,775委15220,姚文智,姚文智,1,16,105,民進黨,區域立委
801630,1020104,行政院組織法第十二條條文修正草案,委14598,段宜康,段宜康,1,16,20,民進黨,不分區立委
801758,1010918,災害防救法第十六條及第四十三條條文修正草案,委13756,段宜康,段宜康,1,16,1,民進黨,不分區立委
804714,1010504,廢止中華民國紅十字會法,1545委13431,段宜康,段宜康,1,16,4,民進黨,不分區立委
805082,1010518,總統副總統選舉罷免法第三十五條及第五十三條條文修正草案,1679委13553,段宜康,段宜康,1,16,61,民進黨,不分區立委
805429,1020924,礦業法第四十七條條文修正草案,438委15313,段宜康,段宜康,1,16,0,民進黨,不分區立委
804398,1040605,道路交通管理處罰條例第三十七條條文修正草案,756委17825,徐少萍,徐少萍,1,16,49,國民黨,不分區立委
803113,1010413,國民教育法第八條、第八條之二及第八條之三條文修正草案,1013委13202,馬文君,馬文君,1,16,3,國民黨,區域立委
803565,1040508,陸海空軍軍官士官任官條例第十五條及第十五條之一條文修正草案,1061委17697,馬文君,馬文君,1,16,5,國民黨,區域立委
803573,1040508,陸海空軍軍官士官服役條例第十四條、第十五條及第二十四條條文修正草案,1061委17696,馬文君,馬文君,1,16,151,國民黨,區域立委
803465,1011005,貪污治罪條例第十二條條文修正草案,246委13931,高志鵬,高志鵬,1,16,140,民進黨,區域立委
804171,1010427,菸酒管理法第四十六條條文修正草案,1746委13389,高志鵬,高志鵬,1,16,64,民進黨,區域立委
803447,1010413,貨物稅條例刪除第八條條文草案,184委13255,張嘉郡,張嘉郡,1,16,90,國民黨,區域立委
800785,1041113,公職人員選舉罷免法第二十六條條文修正草案,委18065,莊瑞雄,莊瑞雄,1,16,11,民進黨,區域立委
805116,1040501,殯葬管理條例部分條文修正草案,1138委17639,莊瑞雄,莊瑞雄,1,16,3,民進黨,區域立委
802517,1030530,軍人撫卹條例第二十四條條文修正草案,767委16870,許添財,許添財,1,16,0,民進黨,區域立委
802665,1010309,食品藥品及民生用品安全總標章標示管理條例草,1450委12935,許添財,許添財,1,16,1,民進黨,區域立委
804617,1010309,臺南古都發展特別條例草案,822委12932,許添財,許添財,1,16,0,民進黨,區域立委
804873,1030530,廣播電視法第十六條條文修正草案,979委16869,許添財,許添財,1,16,11,民進黨,區域立委
800016,1041204,人民團體法第十二條及第十七條條文修正草案,委18168,陳其邁,陳其邁,1,16,3,民進黨,不分區立委
800055,1041204,入出國及移民法第三十一條條文修正草案,委18170,陳其邁,陳其邁,1,16,2,民進黨,不分區立委
800180,1041204,工廠法第四十五條條文修正草案,委18171,陳其邁,陳其邁,1,16,2,民進黨,不分區立委
800815,1041204,公職人員選舉罷免法第六十一條條文修正草案,委18169,陳其邁,陳其邁,1,16,12,民進黨,不分區立委
801190,1041204,犯罪被害人保護法部分條文修正草案,委18172,陳其邁,陳其邁,1,16,0,民進黨,不分區立委
801225,1030530,立法院各委員會組織法第一條及第九條條文修正草案,委16575,陳其邁,陳其邁,1,16,100,民進黨,不分區立委
801248,1030530,立法院組織法第五條條文修正草案,委16574,陳其邁,陳其邁,1,16,374,民進黨,不分區立委
805021,1021206,營造業法第三條及第六十一條條文修正草案,802委15766,陳其邁,陳其邁,1,16,1,民進黨,不分區立委
801994,1041127,性騷擾防治法部分條文修正草案,1774委18135,陳怡潔,陳怡潔,1,16,0,親民黨,不分區立委
800442,1030418,內政部消防署組織條例第十四條條文修正草案,委16223,陳亭妃,陳亭妃,1,16,0,民進黨,區域立委
802546,1030418,食品安全衛生管理法第十三條條文修正草案,1722委16221,陳亭妃,陳亭妃,1,16,454,民進黨,區域立委
802660,1021129,食品衛生管理法增訂第五十六條之一條文草案,1722委15649,陳亭妃,陳亭妃,1,16,15,民進黨,區域立委
802845,1030418,消費者保護法第七條條文修正草案,1450委16222,陳亭妃,陳亭妃,1,16,190,民進黨,區域立委
803327,1030418,教育人員任用條例第二十二條之一條文修正草案,1221委16224,陳亭妃,陳亭妃,1,16,0,民進黨,區域立委
804075,1030418,發展大眾運輸條例第七條條文修正草案,1429委16219,陳亭妃,陳亭妃,1,16,2,民進黨,區域立委
804084,1030418,發展觀光條例第三十一條條文修正草案,822委16220,陳亭妃,陳亭妃,1,16,37,民進黨,區域立委
804515,1030418,電影法第十條、第十三條及第十六條條文修正草案,1149委16218,陳亭妃,陳亭妃,1,16,79,民進黨,區域立委
803485,1021018,通訊保障及監察法部分條文修正草案,1407委15439,陳唐山,陳唐山,1,16,429,民進黨,區域立委
801645,1031121,行政執行法第十七條條文修正草案,委17249,陳根德,陳根德,1,16,0,國民黨,區域立委
801550,1040529,老人福利法第二十三條條文修正草案,委17776,陳素月,陳素月,1,16,41,民進黨,區域立委
801901,1040529,兒童及少年福利與權益保障法增訂第三十三條之一條文草案,932委17775,陳素月,陳素月,1,16,6,民進黨,區域立委
800546,1020503,公共電視法第十三條條文修正草案,委14923,陳淑慧,陳淑慧,1,16,76,國民黨,區域立委
803111,1010427,國民教育法第九條、第九條之一及第九條之三條文修正草案,1013委13380,陳淑慧,陳淑慧,1,16,4,國民黨,區域立委
800279,1020111,中華民國刑法第一百四十六條條文修正草案,委14611,陳雪生,陳雪生,1,16,20,無黨籍,區域立委
803157,1031024,國有財產法第四十九條條文修正草案,754委17122,陳超明,陳超明,1,16,6,國民黨,區域立委
801572,1040109,老人福利法部分條文修正草案,委17432,陳節如,陳節如,1,16,41,民進黨,不分區立委
800950,1030530,水污染防治法第三十六條及第三十七條條文修正草案,委16552,陳歐珀,陳歐珀,1,16,74,民進黨,區域立委
800067,1010427,十二年國民基本教育推動條例草案,委13403,陳學聖,陳學聖,1,16,7,國民黨,區域立委
800318,1030109,中華民國刑法第八十條條文修正草案,委16053,黃志雄,黃志雄,1,16,14,國民黨,區域立委
801440,1030109,刑事訴訟法第四百零六條、第四百三十五條及第四百八十八條條文修正草案,委16062,黃志雄,黃志雄,1,16,54,國民黨,區域立委
801683,1040515,住宅法第十二條之一及第五十四條條文修正草案,委17714,黃志雄,黃志雄,1,16,66,國民黨,區域立委
801686,1040515,住宅法第三條、第四條及第二十四條條文修正草案,委17715,黃志雄,黃志雄,1,16,66,國民黨,區域立委
802615,1021115,食品衛生管理法第四十九條條文修正草案,1722委15591,黃志雄,黃志雄,1,16,15,國民黨,區域立委
803103,1041120,國民年金法第三十二條之一條文修正草案,1578委18110,黃志雄,黃志雄,1,16,13,國民黨,區域立委
803668,1040508,勞工保險條例第五十八條條文修正草案,468委17680,黃志雄,黃志雄,1,16,7,國民黨,區域立委
800083,1010525,土地法第二十五條條文修正草案,委13629,黃昭順,黃昭順,1,16,11,國民黨,區域立委
804484,1020524,電業法第九十八條條文修正草案,660委15094,黃昭順,黃昭順,1,16,78,國民黨,區域立委
800116,1030530,大眾捷運法第五十條之一條文修正草案,委16878,黃偉哲,黃偉哲,1,16,13,民進黨,區域立委
800333,1010427,中華民國刑法第三百三十九條條文修正草案,委13326,黃偉哲,黃偉哲,1,16,124,民進黨,區域立委
801022,1010427,外役監條例第四條條文修正草案,委13325,黃偉哲,黃偉哲,1,16,6,民進黨,區域立委
801848,1030523,使用牌照稅法第七條條文修正草案,616委16478,黃偉哲,黃偉哲,1,16,13,民進黨,區域立委
804110,1031212,稅捐稽徵法第三十四條條文修正草案,981委17289,黃偉哲,黃偉哲,1,16,22,民進黨,區域立委
804184,1030523,著作權法部分條文修正草案,553委16460,黃偉哲,黃偉哲,1,16,3,民進黨,區域立委
804535,1031212,飼料管理法部分條文修正草案,956委17290,黃偉哲,黃偉哲,1,16,32,民進黨,區域立委
